\                                                                               
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            1 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            1 
         null 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            1 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
            0 
         null 
            0 
            0 
            0 
            0 
